rep,bench,arm,ns_per_op,err,probe_off,probe_on
9,SignTransactionECDSA,passnop,51998.58,0.1,0.2192,0.8705
9,SignTransactionECDSA,baseline2,51465.26,0.1,0.2192,0.8705
9,SignTransactionECDSA,baseline,50684.40,0.1,0.2192,0.8705
9,SignTransactionECDSA,null,57566.16,0.1,0.2192,0.8705
9,SignTransactionECDSA,always,57369.03,0.1,0.2192,0.8705
9,SignTransactionECDSA,pass,62058.65,0.1,0.2192,0.8705
10,SignTransactionECDSA,baseline2,50980.52,0.1,0.2179,0.8693
10,SignTransactionECDSA,baseline,55901.83,0.1,0.2179,0.8693
10,SignTransactionECDSA,null,56253.47,0.1,0.2179,0.8693
10,SignTransactionECDSA,always,57449.57,0.1,0.2179,0.8693
10,SignTransactionECDSA,pass,59178.48,0.2,0.2179,0.8693
10,SignTransactionECDSA,passnop,50472.47,0.2,0.2179,0.8693
11,SignTransactionECDSA,baseline,53777.84,0.1,0.2185,0.8696
11,SignTransactionECDSA,null,53201.28,0.1,0.2185,0.8696
11,SignTransactionECDSA,always,55776.15,0.1,0.2185,0.8696
11,SignTransactionECDSA,pass,55390.95,0.2,0.2185,0.8696
11,SignTransactionECDSA,passnop,55707.58,0.1,0.2185,0.8696
11,SignTransactionECDSA,baseline2,58350.90,0.2,0.2185,0.8696
12,SignTransactionECDSA,null,55250.79,0.1,0.2172,0.8758
12,SignTransactionECDSA,always,52980.17,0.2,0.2172,0.8758
12,SignTransactionECDSA,pass,59264.19,0.1,0.2172,0.8758
12,SignTransactionECDSA,passnop,54917.20,0.1,0.2172,0.8758
12,SignTransactionECDSA,baseline2,52281.05,0.3,0.2172,0.8758
12,SignTransactionECDSA,baseline,51756.53,0.2,0.2172,0.8758
13,SignTransactionECDSA,always,55871.11,0.2,0.2190,0.8703
13,SignTransactionECDSA,pass,61973.30,0.1,0.2190,0.8703
13,SignTransactionECDSA,passnop,51323.42,0.1,0.2190,0.8703
13,SignTransactionECDSA,baseline2,57977.06,0.1,0.2190,0.8703
13,SignTransactionECDSA,baseline,57713.49,0.1,0.2190,0.8703
13,SignTransactionECDSA,null,50487.19,0.1,0.2190,0.8703
14,SignTransactionECDSA,pass,61793.21,0.1,0.2180,0.8696
14,SignTransactionECDSA,passnop,54959.79,0.1,0.2180,0.8696
14,SignTransactionECDSA,baseline2,55662.26,0.2,0.2180,0.8696
14,SignTransactionECDSA,baseline,55570.40,0.2,0.2180,0.8696
14,SignTransactionECDSA,null,55535.08,0.1,0.2180,0.8696
14,SignTransactionECDSA,always,57751.98,0.1,0.2180,0.8696
15,SignTransactionECDSA,passnop,49654.22,0.1,0.2191,0.8706
15,SignTransactionECDSA,baseline2,59285.43,0.1,0.2191,0.8706
15,SignTransactionECDSA,baseline,54096.85,0.2,0.2191,0.8706
15,SignTransactionECDSA,null,56667.92,0.1,0.2191,0.8706
15,SignTransactionECDSA,always,64007.98,0.1,0.2191,0.8706
15,SignTransactionECDSA,pass,54171.57,0.1,0.2191,0.8706
16,SignTransactionECDSA,baseline2,54873.70,0.1,0.2176,0.8699
16,SignTransactionECDSA,baseline,54968.76,0.1,0.2176,0.8699
16,SignTransactionECDSA,null,60074.47,0.1,0.2176,0.8699
16,SignTransactionECDSA,always,50886.29,0.1,0.2176,0.8699
16,SignTransactionECDSA,pass,57818.34,0.1,0.2176,0.8699
16,SignTransactionECDSA,passnop,59159.78,0.1,0.2176,0.8699
17,SignTransactionECDSA,baseline,50509.94,0.1,0.2192,0.8695
17,SignTransactionECDSA,null,52444.88,0.2,0.2192,0.8695
17,SignTransactionECDSA,always,57785.71,0.1,0.2192,0.8695
17,SignTransactionECDSA,pass,59960.19,0.2,0.2192,0.8695
17,SignTransactionECDSA,passnop,52377.75,0.2,0.2192,0.8695
17,SignTransactionECDSA,baseline2,51413.86,0.1,0.2192,0.8695
18,SignTransactionECDSA,null,61427.20,0.2,0.2183,0.8699
18,SignTransactionECDSA,always,61070.96,0.0,0.2183,0.8699
18,SignTransactionECDSA,pass,55795.43,0.1,0.2183,0.8699
18,SignTransactionECDSA,passnop,54445.60,0.1,0.2183,0.8699
18,SignTransactionECDSA,baseline2,57231.36,0.2,0.2183,0.8699
18,SignTransactionECDSA,baseline,54143.64,0.2,0.2183,0.8699
19,SignTransactionECDSA,always,59520.53,0.1,0.2184,0.8707
19,SignTransactionECDSA,pass,54573.77,0.1,0.2184,0.8707
19,SignTransactionECDSA,passnop,57386.43,0.1,0.2184,0.8707
19,SignTransactionECDSA,baseline2,56366.44,0.1,0.2184,0.8707
19,SignTransactionECDSA,baseline,57228.66,0.1,0.2184,0.8707
19,SignTransactionECDSA,null,54229.99,0.2,0.2184,0.8707
20,SignTransactionECDSA,pass,64291.45,0.1,0.2181,0.8697
20,SignTransactionECDSA,passnop,54094.65,0.2,0.2181,0.8697
20,SignTransactionECDSA,baseline2,53033.10,0.2,0.2181,0.8697
20,SignTransactionECDSA,baseline,57273.86,0.2,0.2181,0.8697
20,SignTransactionECDSA,null,56242.98,0.0,0.2181,0.8697
20,SignTransactionECDSA,always,55704.45,0.1,0.2181,0.8697
21,SignTransactionECDSA,passnop,58975.09,0.1,0.2222,0.8698
21,SignTransactionECDSA,baseline2,60088.07,0.1,0.2222,0.8698
21,SignTransactionECDSA,baseline,53778.90,0.1,0.2222,0.8698
21,SignTransactionECDSA,null,53189.48,0.1,0.2222,0.8698
21,SignTransactionECDSA,always,55280.98,0.2,0.2222,0.8698
21,SignTransactionECDSA,pass,63872.90,0.2,0.2222,0.8698
22,SignTransactionECDSA,baseline2,54104.12,0.1,0.2206,0.8701
22,SignTransactionECDSA,baseline,51072.84,0.1,0.2206,0.8701
22,SignTransactionECDSA,null,51746.29,0.1,0.2206,0.8701
22,SignTransactionECDSA,always,57513.69,0.1,0.2206,0.8701
22,SignTransactionECDSA,pass,60458.92,0.1,0.2206,0.8701
22,SignTransactionECDSA,passnop,53656.31,0.1,0.2206,0.8701
23,SignTransactionECDSA,baseline,51110.10,0.1,0.2180,0.8709
23,SignTransactionECDSA,null,54402.30,0.1,0.2180,0.8709
23,SignTransactionECDSA,always,54925.90,0.1,0.2180,0.8709
23,SignTransactionECDSA,pass,56464.14,0.1,0.2180,0.8709
23,SignTransactionECDSA,passnop,56692.74,0.0,0.2180,0.8709
23,SignTransactionECDSA,baseline2,55866.00,0.1,0.2180,0.8709
24,SignTransactionECDSA,null,54467.36,0.2,0.2190,0.8696
24,SignTransactionECDSA,always,60856.37,0.1,0.2190,0.8696
24,SignTransactionECDSA,pass,59300.77,0.1,0.2190,0.8696
24,SignTransactionECDSA,passnop,57038.90,0.1,0.2190,0.8696
24,SignTransactionECDSA,baseline2,56714.12,0.1,0.2190,0.8696
24,SignTransactionECDSA,baseline,51788.98,0.1,0.2190,0.8696
25,SignTransactionECDSA,always,58273.05,0.1,0.2186,0.8709
25,SignTransactionECDSA,pass,61075.30,0.1,0.2186,0.8709
25,SignTransactionECDSA,passnop,58301.46,0.1,0.2186,0.8709
25,SignTransactionECDSA,baseline2,62649.48,0.0,0.2186,0.8709
25,SignTransactionECDSA,baseline,55117.93,0.1,0.2186,0.8709
25,SignTransactionECDSA,null,55953.49,0.1,0.2186,0.8709
26,SignTransactionECDSA,pass,62040.99,0.1,0.2188,0.8708
26,SignTransactionECDSA,passnop,53959.46,0.1,0.2188,0.8708
26,SignTransactionECDSA,baseline2,51339.25,0.1,0.2188,0.8708
26,SignTransactionECDSA,baseline,52242.25,0.2,0.2188,0.8708
26,SignTransactionECDSA,null,57007.44,0.1,0.2188,0.8708
26,SignTransactionECDSA,always,51999.64,0.2,0.2188,0.8708
27,SignTransactionECDSA,passnop,52245.32,0.1,0.2189,0.8703
27,SignTransactionECDSA,baseline2,54437.93,0.2,0.2189,0.8703
27,SignTransactionECDSA,baseline,48723.57,0.1,0.2189,0.8703
27,SignTransactionECDSA,null,56545.01,0.2,0.2189,0.8703
27,SignTransactionECDSA,always,68829.71,0.0,0.2189,0.8703
27,SignTransactionECDSA,pass,55600.89,0.1,0.2189,0.8703
28,SignTransactionECDSA,baseline2,58351.19,0.2,0.2184,0.8688
28,SignTransactionECDSA,baseline,56210.37,0.1,0.2184,0.8688
28,SignTransactionECDSA,null,54595.02,0.1,0.2184,0.8688
28,SignTransactionECDSA,always,58214.77,0.1,0.2184,0.8688
28,SignTransactionECDSA,pass,51782.19,0.1,0.2184,0.8688
28,SignTransactionECDSA,passnop,54138.89,0.2,0.2184,0.8688
29,SignTransactionECDSA,baseline,56252.69,0.1,0.2184,0.8696
29,SignTransactionECDSA,null,53108.42,0.1,0.2184,0.8696
29,SignTransactionECDSA,always,58954.34,0.1,0.2184,0.8696
29,SignTransactionECDSA,pass,59262.84,0.0,0.2184,0.8696
29,SignTransactionECDSA,passnop,58314.69,0.1,0.2184,0.8696
29,SignTransactionECDSA,baseline2,57677.54,0.1,0.2184,0.8696
30,SignTransactionECDSA,null,53517.46,0.1,0.2223,0.8713
30,SignTransactionECDSA,always,51579.57,0.1,0.2223,0.8713
30,SignTransactionECDSA,pass,67361.06,0.1,0.2223,0.8713
30,SignTransactionECDSA,passnop,52099.31,0.2,0.2223,0.8713
30,SignTransactionECDSA,baseline2,55082.12,0.1,0.2223,0.8713
30,SignTransactionECDSA,baseline,57058.64,0.1,0.2223,0.8713
31,SignTransactionECDSA,always,54896.39,0.1,0.2181,0.8696
31,SignTransactionECDSA,pass,55325.55,0.1,0.2181,0.8696
31,SignTransactionECDSA,passnop,54169.92,0.2,0.2181,0.8696
31,SignTransactionECDSA,baseline2,53134.90,0.1,0.2181,0.8696
31,SignTransactionECDSA,baseline,58733.24,0.2,0.2181,0.8696
31,SignTransactionECDSA,null,50836.83,0.1,0.2181,0.8696
32,SignTransactionECDSA,pass,58423.27,0.1,0.2188,0.8707
32,SignTransactionECDSA,passnop,56021.10,0.1,0.2188,0.8707
32,SignTransactionECDSA,baseline2,55573.51,0.2,0.2188,0.8707
32,SignTransactionECDSA,baseline,57902.69,0.1,0.2188,0.8707
32,SignTransactionECDSA,null,59736.71,0.0,0.2188,0.8707
32,SignTransactionECDSA,always,57462.66,0.1,0.2188,0.8707
33,SignTransactionECDSA,passnop,54288.92,0.1,0.2203,0.8699
33,SignTransactionECDSA,baseline2,57682.52,0.1,0.2203,0.8699
33,SignTransactionECDSA,baseline,56628.35,0.1,0.2203,0.8699
33,SignTransactionECDSA,null,57385.18,0.1,0.2203,0.8699
33,SignTransactionECDSA,always,59150.38,0.1,0.2203,0.8699
33,SignTransactionECDSA,pass,61932.19,0.2,0.2203,0.8699
34,SignTransactionECDSA,baseline2,53150.01,0.1,0.2186,0.8691
34,SignTransactionECDSA,baseline,54585.82,0.1,0.2186,0.8691
34,SignTransactionECDSA,null,62003.65,0.1,0.2186,0.8691
34,SignTransactionECDSA,always,56341.22,0.1,0.2186,0.8691
34,SignTransactionECDSA,pass,54480.74,0.2,0.2186,0.8691
34,SignTransactionECDSA,passnop,58614.59,0.1,0.2186,0.8691
35,SignTransactionECDSA,baseline,53459.33,0.1,0.2182,0.8710
35,SignTransactionECDSA,null,51820.62,0.1,0.2182,0.8710
35,SignTransactionECDSA,always,59877.36,0.2,0.2182,0.8710
35,SignTransactionECDSA,pass,64620.68,0.2,0.2182,0.8710
35,SignTransactionECDSA,passnop,55572.06,0.1,0.2182,0.8710
35,SignTransactionECDSA,baseline2,53828.40,0.1,0.2182,0.8710
36,SignTransactionECDSA,null,52783.28,0.2,0.2179,0.8689
36,SignTransactionECDSA,always,57080.98,0.1,0.2179,0.8689
36,SignTransactionECDSA,pass,58443.32,0.1,0.2179,0.8689
36,SignTransactionECDSA,passnop,50183.24,0.2,0.2179,0.8689
36,SignTransactionECDSA,baseline2,55544.80,0.1,0.2179,0.8689
36,SignTransactionECDSA,baseline,57925.31,0.1,0.2179,0.8689
37,SignTransactionECDSA,always,51964.15,0.1,0.2187,0.8699
37,SignTransactionECDSA,pass,60661.95,0.2,0.2187,0.8699
37,SignTransactionECDSA,passnop,55974.54,0.1,0.2187,0.8699
37,SignTransactionECDSA,baseline2,50749.74,0.2,0.2187,0.8699
37,SignTransactionECDSA,baseline,54276.45,0.1,0.2187,0.8699
37,SignTransactionECDSA,null,49672.87,0.1,0.2187,0.8699
38,SignTransactionECDSA,pass,57936.98,0.1,0.2197,0.8691
38,SignTransactionECDSA,passnop,56096.17,0.1,0.2197,0.8691
38,SignTransactionECDSA,baseline2,54877.01,0.1,0.2197,0.8691
38,SignTransactionECDSA,baseline,56230.27,0.1,0.2197,0.8691
38,SignTransactionECDSA,null,56847.39,0.1,0.2197,0.8691
38,SignTransactionECDSA,always,58559.20,0.1,0.2197,0.8691
39,SignTransactionECDSA,passnop,56160.43,0.1,0.2181,0.8700
39,SignTransactionECDSA,baseline2,59374.14,0.1,0.2181,0.8700
39,SignTransactionECDSA,baseline,57232.49,0.1,0.2181,0.8700
39,SignTransactionECDSA,null,60276.58,0.1,0.2181,0.8700
39,SignTransactionECDSA,always,60991.52,0.1,0.2181,0.8700
39,SignTransactionECDSA,pass,58453.39,0.1,0.2181,0.8700
